student_id,first_name,last_name,gender,dob,age,grade,section,roll_no,email,phone,address,city,state,country,gpa,enrollment_date
S001351,Bappy,Talukder,Female,2015-01-25,10,10,A,1,bappy.talukder1351@school.edu,01522171148,"House 265, Road 189, Mymensingh",Mymensingh,Mymensingh Division,Bangladesh,3.01,2019-09-07
S001352,Fatima,Khanam,Female,2007-04-16,18,7,A,2,fatima.khanam1352@school.edu,01735631631,"House 230, Road 46, Khulna",Khulna,Sylhet Division,Bangladesh,3.38,2019-02-10
S001353,Mizan,Chowdhury,Male,2011-11-05,14,7,B,3,mizan.chowdhury1353@school.edu,01788119389,"House 59, Road 196, Dhaka",Dhaka,Barishal Division,Bangladesh,3.59,2016-11-13
S001354,Sakib,Hossain,Female,2014-07-22,11,6,B,4,sakib.hossain1354@school.edu,01216336131,"House 297, Road 10, Comilla",Comilla,Sylhet Division,Bangladesh,4.58,2018-09-11
S001355,Rafi,Akter,Female,2006-04-07,19,8,B,5,rafi.akter1355@school.edu,01954585835,"House 470, Road 151, Mymensingh",Mymensingh,Mymensingh Division,Bangladesh,4.6,2022-08-17
S001356,Moumita,Chowdhury,Male,2011-04-01,14,10,B,6,moumita.chowdhury1356@school.edu,01255174192,"House 379, Road 66, Rangpur",Rangpur,Sylhet Division,Bangladesh,4.64,2015-10-01
S001357,Sohana,Siddique,Female,2007-05-21,18,12,B,7,sohana.siddique1357@school.edu,01601863994,"House 129, Road 82, Rangpur",Rangpur,Khulna Division,Bangladesh,2.29,2017-05-01
S001358,Rana,Chowdhury,Male,2009-11-18,15,10,B,8,rana.chowdhury1358@school.edu,01079685909,"House 276, Road 119, Mymensingh",Mymensingh,Rangpur Division,Bangladesh,3.98,2019-01-24
S001359,Rashed,Biswas,Female,2005-09-21,20,12,B,9,rashed.biswas1359@school.edu,01177351668,"House 241, Road 50, Chattogram",Chattogram,Dhaka Division,Bangladesh,4.63,2017-06-02
S001360,Mizan,Mia,Male,2008-01-20,17,8,B,10,mizan.mia1360@school.edu,01402422241,"House 95, Road 188, Barishal",Barishal,Mymensingh Division,Bangladesh,4.43,2019-08-14
S001361,Rana,Siddique,Male,2005-04-29,20,9,A,11,rana.siddique1361@school.edu,01444248420,"House 4, Road 179, Khulna",Khulna,Rangpur Division,Bangladesh,2.84,2024-01-25
S001362,Tuhin,Akter,Male,2012-11-15,12,2,D,12,tuhin.akter1362@school.edu,01156409941,"House 318, Road 181, Sylhet",Sylhet,Barishal Division,Bangladesh,3.05,2021-12-18
S001363,Tasnima,Sarkar,Male,2012-03-05,13,11,B,13,tasnima.sarkar1363@school.edu,01451908261,"House 164, Road 158, Chattogram",Chattogram,Dhaka Division,Bangladesh,3.93,2018-07-27
S001364,Nabila,Rahman,Female,2008-12-08,16,11,B,14,nabila.rahman1364@school.edu,01376669692,"House 197, Road 24, Khulna",Khulna,Sylhet Division,Bangladesh,3.04,2017-08-07
S001365,Bappy,Biswas,Male,2006-06-20,19,9,B,15,bappy.biswas1365@school.edu,01909342424,"House 382, Road 49, Dhaka",Dhaka,Barishal Division,Bangladesh,3.27,2016-12-28
S001366,Nabila,Siddique,Male,2011-09-23,14,9,B,16,nabila.siddique1366@school.edu,01343751866,"House 416, Road 74, Sylhet",Sylhet,Rangpur Division,Bangladesh,2.11,2019-11-16
S001367,Nusrat,Akter,Male,2017-08-10,8,7,B,17,nusrat.akter1367@school.edu,01855074350,"House 325, Road 134, Rangpur",Rangpur,Chattogram Division,Bangladesh,4.92,2024-07-24
S001368,Tuhin,Hasan,Female,2015-10-04,10,1,B,18,tuhin.hasan1368@school.edu,01969645359,"House 23, Road 67, Chattogram",Chattogram,Mymensingh Division,Bangladesh,4.59,2019-07-17
S001369,Raihan,Chowdhury,Female,2016-09-24,9,1,A,19,raihan.chowdhury1369@school.edu,01995428873,"House 206, Road 171, Sylhet",Sylhet,Khulna Division,Bangladesh,4.22,2021-11-05
S001370,Khan,Majumder,Other,2014-08-22,11,10,C,20,khan.majumder1370@school.edu,01706170690,"House 42, Road 7, Chattogram",Chattogram,Mymensingh Division,Bangladesh,2.78,2019-12-09
S001371,Sakib,Majumder,Male,2015-01-19,10,6,D,21,sakib.majumder1371@school.edu,01756650518,"House 340, Road 75, Mymensingh",Mymensingh,Dhaka Division,Bangladesh,4.06,2019-04-24
S001372,Nabila,Banu,Female,2009-01-20,16,5,B,22,nabila.banu1372@school.edu,01596985045,"House 439, Road 182, Dhaka",Dhaka,Rangpur Division,Bangladesh,3.01,2019-08-03
S001373,Bappy,Mollah,Female,2011-12-22,13,3,C,23,bappy.mollah1373@school.edu,01286178925,"House 170, Road 15, Comilla",Comilla,Dhaka Division,Bangladesh,2.9,2015-05-17
S001374,Rana,Khanam,Male,2016-01-02,9,12,B,24,rana.khanam1374@school.edu,01648163849,"House 445, Road 14, Barishal",Barishal,Mymensingh Division,Bangladesh,4.25,2024-08-21
S001375,Khan,Sarkar,Male,2012-11-13,13,1,A,25,khan.sarkar1375@school.edu,01012789695,"House 389, Road 76, Chattogram",Chattogram,Mymensingh Division,Bangladesh,3.83,2017-05-03
S001376,Rifat,Hasan,Male,2015-12-26,9,6,D,26,rifat.hasan1376@school.edu,01703656203,"House 109, Road 161, Mymensingh",Mymensingh,Chattogram Division,Bangladesh,2.76,2022-08-17
S001377,Tuhin,Biswas,Male,2013-06-20,12,4,A,27,tuhin.biswas1377@school.edu,01812335761,"House 452, Road 57, Comilla",Comilla,Rangpur Division,Bangladesh,4.53,2015-07-15
S001378,Fatima,Mia,Male,2013-01-06,12,8,D,28,fatima.mia1378@school.edu,01262636785,"House 251, Road 127, Dhaka",Dhaka,Sylhet Division,Bangladesh,3.84,2021-03-20
S001379,Nabila,Talukder,Other,2013-05-25,12,5,C,29,nabila.talukder1379@school.edu,01348529537,"House 493, Road 193, Comilla",Comilla,Mymensingh Division,Bangladesh,2.76,2024-04-05
S001380,Rana,Talukder,Male,2014-06-02,11,8,C,30,rana.talukder1380@school.edu,01042076751,"House 46, Road 20, Sylhet",Sylhet,Sylhet Division,Bangladesh,3.34,2017-03-29
S001381,Jannatul,Talukder,Female,2009-08-31,16,10,A,31,jannatul.talukder1381@school.edu,01009406565,"House 176, Road 63, Khulna",Khulna,Chattogram Division,Bangladesh,4.23,2023-02-06
S001382,Rifat,Sheikh,Female,2014-06-25,11,4,C,32,rifat.sheikh1382@school.edu,01232660004,"House 36, Road 16, Comilla",Comilla,Dhaka Division,Bangladesh,4.57,2021-05-26
S001383,Rana,Akter,Female,2013-02-10,12,2,A,33,rana.akter1383@school.edu,01998996511,"House 384, Road 115, Chattogram",Chattogram,Rangpur Division,Bangladesh,4.66,2020-08-19
S001384,Nabila,Kabir,Male,2011-12-31,13,8,D,34,nabila.kabir1384@school.edu,01618687047,"House 281, Road 38, Mymensingh",Mymensingh,Barishal Division,Bangladesh,4.01,2024-08-17
S001385,Tuhin,Hossain,Female,2007-12-27,17,7,C,35,tuhin.hossain1385@school.edu,01995089142,"House 295, Road 181, Barishal",Barishal,Rangpur Division,Bangladesh,2.69,2023-03-10
S001386,Nusrat,Talukder,Male,2011-05-31,14,6,C,36,nusrat.talukder1386@school.edu,01739862214,"House 273, Road 100, Dhaka",Dhaka,Khulna Division,Bangladesh,2.2,2024-10-26
S001387,Khan,Ahmed,Male,2011-11-25,13,4,B,37,khan.ahmed1387@school.edu,01891478524,"House 2, Road 49, Comilla",Comilla,Khulna Division,Bangladesh,4.59,2024-04-12
S001388,Jannatul,Haque,Male,2007-04-25,18,12,B,38,jannatul.haque1388@school.edu,01387351866,"House 49, Road 53, Sylhet",Sylhet,Mymensingh Division,Bangladesh,4.59,2020-05-16
S001389,Tasnima,Sarkar,Female,2006-09-18,19,11,B,39,tasnima.sarkar1389@school.edu,01025853465,"House 398, Road 138, Chattogram",Chattogram,Khulna Division,Bangladesh,2.63,2021-12-22
S001390,Sadia,Rahman,Female,2015-12-20,9,10,C,40,sadia.rahman1390@school.edu,01599098412,"House 193, Road 118, Mymensingh",Mymensingh,Khulna Division,Bangladesh,3.08,2020-10-26
S001391,Sadia,Haque,Male,2017-01-25,8,2,B,41,sadia.haque1391@school.edu,01489180038,"House 133, Road 33, Chattogram",Chattogram,Mymensingh Division,Bangladesh,2.77,2019-04-27
S001392,Tuhin,Rahman,Male,2008-07-10,17,12,C,42,tuhin.rahman1392@school.edu,01973091218,"House 47, Road 23, Rangpur",Rangpur,Chattogram Division,Bangladesh,3.42,2017-03-02
S001393,Imran,Kabir,Male,2010-08-06,15,6,C,43,imran.kabir1393@school.edu,01530153030,"House 46, Road 172, Sylhet",Sylhet,Khulna Division,Bangladesh,2.03,2019-12-12
S001394,Fatima,Ahmed,Female,2014-02-19,11,10,C,44,fatima.ahmed1394@school.edu,01557663454,"House 303, Road 26, Chattogram",Chattogram,Mymensingh Division,Bangladesh,3.68,2017-01-22
S001395,Rashed,Siddique,Female,2010-12-27,14,3,A,45,rashed.siddique1395@school.edu,01641910616,"House 459, Road 193, Mymensingh",Mymensingh,Rangpur Division,Bangladesh,3.85,2015-03-12
S001396,Rifat,Khan,Male,2010-08-11,15,12,A,46,rifat.khan1396@school.edu,01682682217,"House 428, Road 159, Rangpur",Rangpur,Rangpur Division,Bangladesh,3.21,2022-04-17
S001397,Bappy,Kabir,Female,2005-09-07,20,4,C,47,bappy.kabir1397@school.edu,01791005932,"House 322, Road 117, Rangpur",Rangpur,Barishal Division,Bangladesh,2.39,2016-06-27
S001398,Rafi,Sarkar,Male,2005-09-07,20,11,D,48,rafi.sarkar1398@school.edu,01485972438,"House 152, Road 86, Comilla",Comilla,Dhaka Division,Bangladesh,2.43,2018-12-03
S001399,Nusrat,Ahmed,Male,2016-06-24,9,1,B,49,nusrat.ahmed1399@school.edu,01860604802,"House 434, Road 77, Khulna",Khulna,Khulna Division,Bangladesh,2.04,2023-10-13
S001400,Sohana,Biswas,Male,2013-12-14,11,6,A,50,sohana.biswas1400@school.edu,01904189856,"House 462, Road 100, Mymensingh",Mymensingh,Rangpur Division,Bangladesh,2.78,2015-05-25
S001401,Jannatul,Hasan,Male,2008-01-08,17,9,D,1,jannatul.hasan1401@school.edu,01888765699,"House 214, Road 166, Barishal",Barishal,Dhaka Division,Bangladesh,2.62,2022-05-23
S001402,Rashed,Khan,Female,2005-07-08,20,2,B,2,rashed.khan1402@school.edu,01860479471,"House 63, Road 195, Dhaka",Dhaka,Chattogram Division,Bangladesh,3.53,2017-04-29
S001403,Nabila,Majumder,Female,2012-03-28,13,9,B,3,nabila.majumder1403@school.edu,01944191479,"House 288, Road 62, Dhaka",Dhaka,Khulna Division,Bangladesh,2.7,2019-12-10
S001404,Bappy,Hasan,Female,2014-03-04,11,4,A,4,bappy.hasan1404@school.edu,01953267084,"House 428, Road 85, Mymensingh",Mymensingh,Mymensingh Division,Bangladesh,3.88,2023-05-23
S001405,Khan,Khan,Female,2008-09-28,17,11,B,5,khan.khan1405@school.edu,01282801832,"House 264, Road 88, Barishal",Barishal,Khulna Division,Bangladesh,2.63,2019-11-25
S001406,Mizan,Khanam,Female,2014-06-23,11,7,D,6,mizan.khanam1406@school.edu,01809645837,"House 244, Road 86, Sylhet",Sylhet,Rangpur Division,Bangladesh,2.84,2018-08-26
S001407,Rashed,Islam,Male,2009-07-02,16,8,C,7,rashed.islam1407@school.edu,01559289748,"House 362, Road 163, Comilla",Comilla,Khulna Division,Bangladesh,2.26,2022-09-10
S001408,Imran,Majumder,Male,2008-07-05,17,8,C,8,imran.majumder1408@school.edu,01119976453,"House 37, Road 197, Sylhet",Sylhet,Sylhet Division,Bangladesh,3.22,2023-10-30
S001409,Sadia,Siddique,Male,2007-07-04,18,7,D,9,sadia.siddique1409@school.edu,01896300935,"House 429, Road 10, Khulna",Khulna,Dhaka Division,Bangladesh,4.51,2019-06-11
S001410,Tasnima,Sheikh,Female,2008-06-25,17,5,B,10,tasnima.sheikh1410@school.edu,01284834927,"House 267, Road 197, Mymensingh",Mymensingh,Barishal Division,Bangladesh,3.66,2021-05-14
S001411,Nabila,Siddique,Female,2006-02-08,19,11,A,11,nabila.siddique1411@school.edu,01403348015,"House 205, Road 103, Barishal",Barishal,Barishal Division,Bangladesh,4.24,2019-03-15
S001412,Sohana,Chowdhury,Female,2012-04-27,13,5,D,12,sohana.chowdhury1412@school.edu,01053926096,"House 325, Road 180, Comilla",Comilla,Mymensingh Division,Bangladesh,2.8,2023-05-21
S001413,Rashed,Talukder,Male,2012-06-18,13,7,C,13,rashed.talukder1413@school.edu,01991192856,"House 412, Road 129, Comilla",Comilla,Rangpur Division,Bangladesh,3.88,2022-08-28
S001414,Sadia,Ahmed,Male,2006-12-02,18,6,B,14,sadia.ahmed1414@school.edu,01830775582,"House 112, Road 156, Chattogram",Chattogram,Chattogram Division,Bangladesh,3.16,2019-09-04
S001415,Sadia,Kabir,Male,2016-06-26,9,5,D,15,sadia.kabir1415@school.edu,01078907519,"House 192, Road 95, Chattogram",Chattogram,Sylhet Division,Bangladesh,3.51,2020-02-12
S001416,Tasnima,Khan,Female,2011-03-22,14,2,C,16,tasnima.khan1416@school.edu,01925316498,"House 265, Road 200, Khulna",Khulna,Sylhet Division,Bangladesh,4.28,2023-07-10
S001417,Jannatul,Banu,Male,2014-11-14,10,7,C,17,jannatul.banu1417@school.edu,01659070554,"House 428, Road 79, Sylhet",Sylhet,Rangpur Division,Bangladesh,4.38,2017-05-11
S001418,Rana,Siddique,Female,2016-01-19,9,6,D,18,rana.siddique1418@school.edu,01922094907,"House 178, Road 54, Mymensingh",Mymensingh,Rangpur Division,Bangladesh,2.72,2024-09-13
S001419,Sadia,Banu,Male,2007-10-21,18,11,A,19,sadia.banu1419@school.edu,01115477349,"House 356, Road 138, Sylhet",Sylhet,Chattogram Division,Bangladesh,3.99,2024-03-07
S001420,Sohana,Khan,Male,2013-03-12,12,9,C,20,sohana.khan1420@school.edu,01641354741,"House 240, Road 55, Mymensingh",Mymensingh,Sylhet Division,Bangladesh,2.99,2022-04-11
S001421,Tuhin,Sheikh,Male,2008-03-30,17,6,C,21,tuhin.sheikh1421@school.edu,01580957947,"House 23, Road 40, Rangpur",Rangpur,Sylhet Division,Bangladesh,2.29,2019-08-02
S001422,Rifat,Biswas,Female,2007-08-22,18,7,B,22,rifat.biswas1422@school.edu,01334704071,"House 367, Road 25, Sylhet",Sylhet,Barishal Division,Bangladesh,4.42,2019-12-27
S001423,Nabila,Talukder,Female,2015-12-22,9,5,A,23,nabila.talukder1423@school.edu,01855950837,"House 63, Road 119, Sylhet",Sylhet,Khulna Division,Bangladesh,4.14,2019-07-07
S001424,Arif,Sarkar,Female,2013-09-16,12,1,A,24,arif.sarkar1424@school.edu,01759001706,"House 18, Road 126, Comilla",Comilla,Sylhet Division,Bangladesh,4.37,2018-01-09
S001425,Moumita,Siddique,Female,2008-12-29,16,6,C,25,moumita.siddique1425@school.edu,01162159389,"House 102, Road 110, Mymensingh",Mymensingh,Barishal Division,Bangladesh,3.21,2017-10-20
S001426,Sohana,Mollah,Male,2012-12-26,12,10,D,26,sohana.mollah1426@school.edu,01070722883,"House 411, Road 89, Sylhet",Sylhet,Mymensingh Division,Bangladesh,2.26,2017-05-25
S001427,Fatima,Sarkar,Female,2006-09-02,19,4,A,27,fatima.sarkar1427@school.edu,01974274936,"House 246, Road 183, Mymensingh",Mymensingh,Mymensingh Division,Bangladesh,4.02,2017-07-10
S001428,Bappy,Siddique,Male,2006-05-28,19,9,A,28,bappy.siddique1428@school.edu,01300735658,"House 499, Road 88, Khulna",Khulna,Barishal Division,Bangladesh,4.47,2020-10-04
S001429,Nusrat,Siddique,Male,2015-07-25,10,5,A,29,nusrat.siddique1429@school.edu,01288669112,"House 136, Road 161, Khulna",Khulna,Chattogram Division,Bangladesh,4.39,2016-11-11
S001430,Nusrat,Sheikh,Female,2013-06-21,12,2,D,30,nusrat.sheikh1430@school.edu,01892594657,"House 359, Road 55, Sylhet",Sylhet,Rangpur Division,Bangladesh,3.89,2019-03-27
S001431,Nusrat,Hasan,Female,2012-02-11,13,5,A,31,nusrat.hasan1431@school.edu,01181851367,"House 74, Road 15, Barishal",Barishal,Sylhet Division,Bangladesh,4.9,2022-09-15
S001432,Sakib,Khanam,Female,2017-02-09,8,12,B,32,sakib.khanam1432@school.edu,01768418471,"House 485, Road 20, Sylhet",Sylhet,Barishal Division,Bangladesh,4.01,2016-11-10
S001433,Nabila,Majumder,Male,2010-06-14,15,5,A,33,nabila.majumder1433@school.edu,01112728360,"House 472, Road 75, Barishal",Barishal,Dhaka Division,Bangladesh,3.52,2024-11-07
S001434,Raihan,Talukder,Male,2017-11-08,8,7,D,34,raihan.talukder1434@school.edu,01618376295,"House 326, Road 107, Dhaka",Dhaka,Barishal Division,Bangladesh,3.26,2020-05-31
S001435,Nusrat,Chowdhury,Female,2005-12-09,19,9,D,35,nusrat.chowdhury1435@school.edu,01804186930,"House 336, Road 85, Barishal",Barishal,Mymensingh Division,Bangladesh,4.01,2019-05-05
S001436,Khan,Biswas,Female,2015-06-25,10,2,A,36,khan.biswas1436@school.edu,01605390649,"House 331, Road 4, Dhaka",Dhaka,Sylhet Division,Bangladesh,4.16,2023-06-02
S001437,Rana,Akter,Male,2007-07-27,18,8,A,37,rana.akter1437@school.edu,01181589136,"House 142, Road 45, Khulna",Khulna,Sylhet Division,Bangladesh,3.17,2015-02-14
S001438,Fatima,Sheikh,Female,2006-07-03,19,4,D,38,fatima.sheikh1438@school.edu,01252602216,"House 406, Road 71, Dhaka",Dhaka,Sylhet Division,Bangladesh,4.12,2020-02-09
S001439,Rifat,Hossain,Male,2010-03-15,15,6,B,39,rifat.hossain1439@school.edu,01843910657,"House 160, Road 87, Barishal",Barishal,Mymensingh Division,Bangladesh,2.98,2015-12-12
S001440,Nabila,Kabir,Female,2012-09-28,13,1,B,40,nabila.kabir1440@school.edu,01140128331,"House 362, Road 124, Rangpur",Rangpur,Khulna Division,Bangladesh,3.54,2022-02-13
S001441,Bappy,Banu,Male,2009-12-12,15,10,D,41,bappy.banu1441@school.edu,01177170305,"House 156, Road 19, Mymensingh",Mymensingh,Sylhet Division,Bangladesh,3.36,2015-08-22
S001442,Rashed,Biswas,Female,2013-07-27,12,6,A,42,rashed.biswas1442@school.edu,01648389533,"House 233, Road 196, Comilla",Comilla,Barishal Division,Bangladesh,3.68,2016-04-17
S001443,Khan,Mia,Male,2014-10-09,11,1,D,43,khan.mia1443@school.edu,01434597317,"House 298, Road 108, Barishal",Barishal,Dhaka Division,Bangladesh,2.68,2016-12-26
S001444,Raihan,Sheikh,Female,2016-03-18,9,6,A,44,raihan.sheikh1444@school.edu,01048480947,"House 199, Road 6, Barishal",Barishal,Mymensingh Division,Bangladesh,2.35,2016-01-15
S001445,Jannatul,Akter,Male,2006-02-26,19,10,C,45,jannatul.akter1445@school.edu,01947611107,"House 149, Road 173, Comilla",Comilla,Barishal Division,Bangladesh,2.92,2020-01-16
S001446,Sadia,Siddique,Male,2008-05-12,17,10,D,46,sadia.siddique1446@school.edu,01226934854,"House 260, Road 67, Dhaka",Dhaka,Mymensingh Division,Bangladesh,2.61,2015-02-12
S001447,Khan,Majumder,Female,2014-05-08,11,7,D,47,khan.majumder1447@school.edu,01992613826,"House 453, Road 113, Comilla",Comilla,Dhaka Division,Bangladesh,3.87,2024-09-01
S001448,Raihan,Mia,Female,2015-07-05,10,11,B,48,raihan.mia1448@school.edu,01996263779,"House 344, Road 22, Khulna",Khulna,Rangpur Division,Bangladesh,4.42,2019-12-24
S001449,Rafi,Mia,Female,2013-01-08,12,3,D,49,rafi.mia1449@school.edu,01220682432,"House 27, Road 37, Barishal",Barishal,Chattogram Division,Bangladesh,4.05,2023-09-15
S001450,Sakib,Haque,Female,2010-02-26,15,5,D,50,sakib.haque1450@school.edu,01060694306,"House 276, Road 101, Rangpur",Rangpur,Rangpur Division,Bangladesh,2.39,2018-10-28
S001451,Jannatul,Khan,Female,2007-01-11,18,9,C,1,jannatul.khan1451@school.edu,01370064488,"House 126, Road 28, Rangpur",Rangpur,Khulna Division,Bangladesh,3.6,2023-09-30
S001452,Fatima,Banu,Female,2016-09-02,9,5,B,2,fatima.banu1452@school.edu,01554280537,"House 171, Road 8, Mymensingh",Mymensingh,Mymensingh Division,Bangladesh,4.98,2016-06-24
S001453,Sohana,Khanam,Female,2014-07-08,11,9,D,3,sohana.khanam1453@school.edu,01860203922,"House 462, Road 24, Chattogram",Chattogram,Chattogram Division,Bangladesh,4.66,2020-05-22
S001454,Tuhin,Sheikh,Female,2014-04-21,11,10,B,4,tuhin.sheikh1454@school.edu,01879872873,"House 291, Road 93, Chattogram",Chattogram,Khulna Division,Bangladesh,4.4,2024-01-13
S001455,Mizan,Rahman,Female,2007-07-16,18,11,D,5,mizan.rahman1455@school.edu,01441603328,"House 360, Road 11, Dhaka",Dhaka,Barishal Division,Bangladesh,2.01,2018-08-20
S001456,Nusrat,Majumder,Female,2012-08-04,13,3,A,6,nusrat.majumder1456@school.edu,01220175454,"House 71, Road 169, Chattogram",Chattogram,Barishal Division,Bangladesh,2.83,2020-08-02
S001457,Tasnima,Ahmed,Female,2011-01-14,14,7,B,7,tasnima.ahmed1457@school.edu,01750152697,"House 445, Road 185, Sylhet",Sylhet,Khulna Division,Bangladesh,2.51,2015-07-28
S001458,Khan,Ahmed,Female,2012-08-30,13,12,B,8,khan.ahmed1458@school.edu,01309587238,"House 219, Road 13, Barishal",Barishal,Barishal Division,Bangladesh,3.6,2022-03-23
S001459,Tasnima,Biswas,Male,2008-06-11,17,3,D,9,tasnima.biswas1459@school.edu,01714858197,"House 290, Road 111, Dhaka",Dhaka,Dhaka Division,Bangladesh,3.09,2023-02-06
S001460,Sohana,Haque,Other,2015-11-04,10,1,B,10,sohana.haque1460@school.edu,01519201828,"House 497, Road 145, Rangpur",Rangpur,Chattogram Division,Bangladesh,2.71,2022-11-27
S001461,Raihan,Hossain,Female,2017-11-27,7,4,D,11,raihan.hossain1461@school.edu,01958291585,"House 411, Road 155, Rangpur",Rangpur,Mymensingh Division,Bangladesh,2.37,2019-10-25
S001462,Raihan,Islam,Male,2008-09-12,17,8,C,12,raihan.islam1462@school.edu,01741424873,"House 41, Road 133, Mymensingh",Mymensingh,Chattogram Division,Bangladesh,3.16,2018-11-17
S001463,Moumita,Mollah,Female,2008-12-27,16,11,D,13,moumita.mollah1463@school.edu,01736772443,"House 319, Road 119, Sylhet",Sylhet,Chattogram Division,Bangladesh,3.89,2018-11-04
S001464,Rifat,Talukder,Male,2013-06-11,12,8,A,14,rifat.talukder1464@school.edu,01564380299,"House 332, Road 5, Dhaka",Dhaka,Mymensingh Division,Bangladesh,4.42,2018-01-11
S001465,Imran,Khan,Male,2014-05-24,11,11,A,15,imran.khan1465@school.edu,01094091657,"House 208, Road 98, Barishal",Barishal,Barishal Division,Bangladesh,3.25,2018-03-25
S001466,Rashed,Khan,Male,2008-06-13,17,4,D,16,rashed.khan1466@school.edu,01930914015,"House 386, Road 118, Khulna",Khulna,Barishal Division,Bangladesh,2.73,2022-12-21
S001467,Nusrat,Rahman,Male,2006-06-24,19,8,C,17,nusrat.rahman1467@school.edu,01690018429,"House 378, Road 70, Barishal",Barishal,Chattogram Division,Bangladesh,4.94,2021-11-06
S001468,Raihan,Akter,Male,2017-11-26,7,11,B,18,raihan.akter1468@school.edu,01596677153,"House 380, Road 78, Dhaka",Dhaka,Mymensingh Division,Bangladesh,2.51,2019-11-02
S001469,Raihan,Mollah,Male,2005-03-28,20,12,B,19,raihan.mollah1469@school.edu,01299090064,"House 160, Road 78, Comilla",Comilla,Barishal Division,Bangladesh,2.2,2024-06-05
S001470,Rashed,Mia,Female,2010-08-06,15,6,C,20,rashed.mia1470@school.edu,01042316979,"House 227, Road 94, Khulna",Khulna,Rangpur Division,Bangladesh,4.12,2015-09-08
S001471,Nabila,Banu,Male,2009-05-29,16,4,D,21,nabila.banu1471@school.edu,01904539252,"House 102, Road 64, Comilla",Comilla,Sylhet Division,Bangladesh,4.08,2018-10-01
S001472,Rifat,Chowdhury,Female,2010-07-11,15,8,B,22,rifat.chowdhury1472@school.edu,01453302364,"House 478, Road 65, Chattogram",Chattogram,Mymensingh Division,Bangladesh,2.54,2018-04-15
S001473,Arif,Banu,Female,2009-04-13,16,3,A,23,arif.banu1473@school.edu,01335051602,"House 250, Road 182, Barishal",Barishal,Mymensingh Division,Bangladesh,2.4,2016-01-28
S001474,Tasnima,Hasan,Female,2012-04-10,13,8,A,24,tasnima.hasan1474@school.edu,01940422456,"House 191, Road 96, Sylhet",Sylhet,Dhaka Division,Bangladesh,2.24,2021-12-17
S001475,Tasnima,Khan,Male,2016-06-15,9,8,A,25,tasnima.khan1475@school.edu,01913505349,"House 57, Road 86, Sylhet",Sylhet,Mymensingh Division,Bangladesh,4.92,2021-11-30
S001476,Sohana,Sheikh,Male,2007-09-21,18,7,B,26,sohana.sheikh1476@school.edu,01282463061,"House 337, Road 94, Mymensingh",Mymensingh,Chattogram Division,Bangladesh,4.54,2015-11-01
S001477,Mizan,Mollah,Male,2005-03-17,20,8,D,27,mizan.mollah1477@school.edu,01150420598,"House 216, Road 153, Mymensingh",Mymensingh,Sylhet Division,Bangladesh,4.43,2022-06-27
S001478,Raihan,Mia,Female,2011-11-13,14,11,B,28,raihan.mia1478@school.edu,01608090101,"House 435, Road 13, Sylhet",Sylhet,Mymensingh Division,Bangladesh,4.26,2023-03-21
S001479,Sakib,Haque,Male,2016-07-08,9,9,A,29,sakib.haque1479@school.edu,01893046163,"House 376, Road 91, Chattogram",Chattogram,Barishal Division,Bangladesh,4.9,2020-04-21
S001480,Tasnima,Majumder,Female,2012-12-03,12,10,A,30,tasnima.majumder1480@school.edu,01509656882,"House 246, Road 40, Mymensingh",Mymensingh,Barishal Division,Bangladesh,2.53,2015-05-21
S001481,Sohana,Rahman,Female,2017-06-05,8,11,C,31,sohana.rahman1481@school.edu,01723735640,"House 492, Road 137, Comilla",Comilla,Sylhet Division,Bangladesh,2.67,2023-02-15
S001482,Rana,Ahmed,Female,2014-12-12,10,10,C,32,rana.ahmed1482@school.edu,01145498367,"House 19, Road 112, Chattogram",Chattogram,Khulna Division,Bangladesh,3.16,2017-12-15
S001483,Khan,Majumder,Female,2014-05-17,11,6,A,33,khan.majumder1483@school.edu,01857116456,"House 421, Road 103, Dhaka",Dhaka,Khulna Division,Bangladesh,4.01,2023-12-03
S001484,Sakib,Akter,Male,2007-01-03,18,1,D,34,sakib.akter1484@school.edu,01392002585,"House 395, Road 121, Mymensingh",Mymensingh,Khulna Division,Bangladesh,4.28,2017-05-26
S001485,Sohana,Talukder,Female,2005-05-31,20,2,D,35,sohana.talukder1485@school.edu,01787192615,"House 437, Road 27, Sylhet",Sylhet,Sylhet Division,Bangladesh,3.44,2016-09-21
S001486,Rashed,Biswas,Female,2008-02-09,17,5,C,36,rashed.biswas1486@school.edu,01500549080,"House 235, Road 61, Barishal",Barishal,Sylhet Division,Bangladesh,4.54,2019-07-03
S001487,Rifat,Majumder,Male,2011-12-14,13,2,D,37,rifat.majumder1487@school.edu,01303438300,"House 81, Road 158, Dhaka",Dhaka,Sylhet Division,Bangladesh,2.24,2017-07-04
S001488,Imran,Haque,Female,2005-05-26,20,12,C,38,imran.haque1488@school.edu,01179965466,"House 184, Road 26, Khulna",Khulna,Sylhet Division,Bangladesh,3.86,2022-10-10
S001489,Rifat,Haque,Female,2008-07-08,17,6,B,39,rifat.haque1489@school.edu,01756002230,"House 191, Road 98, Khulna",Khulna,Chattogram Division,Bangladesh,4.69,2018-03-21
S001490,Raihan,Mia,Female,2007-04-17,18,6,A,40,raihan.mia1490@school.edu,01589041828,"House 23, Road 182, Dhaka",Dhaka,Khulna Division,Bangladesh,2.21,2019-07-07
